name,role,sentence,true_role
Clark Boyd,Author,"""

Clark Boyd is technology correspondent for The World, a BBC World Service and WGBH-Boston co-production.",unknown
Mr Xie,Author,"The increased tax take comes despite healthy tax rebates for many exporters totalling 420bn yuan in 2004, according to Mr Xie.",unknown
Philippe Camus,Business Executive,"French boss to leave EADS

The French co-head of European defence and aerospace group EADS Philippe Camus is to leave his post.

",unknown
Camus,Author,"Mr Camus said in a statement that he has accepted the invitation to return full-time to the Lagardere group, which owns 30% of EADS.",unknown
Noel Forgeard,Author,"Airbus head Noel Forgeard is now set to replace Mr Camus, bringing the company's power struggle to an end.",unknown
Mr Camus,Author,"Airbus head Noel Forgeard is now set to replace Mr Camus, bringing the company's power struggle to an end.",unknown
Forgeard,Author,Fighting between Mr Camus and Mr Forgeard has hit the headlines in France and analysts feared that this fighting could destabilise the defence and aerospace group.,unknown
Herve Gaymard,Politician,"French finance minister Herve Gaymard is on record as saying that he ""deplored"" the infighting at the company.",unknown
Camus,Author,"The company should now be able put this dispute behind it, with the departure of Mr Camus and with the clear support given to Mr Forgeard by the Lagardere group, the main French shareholder of EADS.",unknown
Forgeard,Author,"The company should now be able put this dispute behind it, with the departure of Mr Camus and with the clear support given to Mr Forgeard by the Lagardere group, the main French shareholder of EADS.",unknown
DaimlerChrysler,Author,"The other main shareholders of EADS are the French government (15%) , who also support Mr Forgeard, and Germany's DaimlerChrysler (30%).",unknown
Rainer Hertrich,Author,"Rainer Hertrich, the German co-head of EADS will also step down when his contract expires next year.

",unknown
Camus,Author,Mr Camus recently came under pressure as it became clear that the A380 superjumbo was running over budget.,unknown
Forgeard,Author,"But Mr Forgeard has denied this, telling French media that there is no current overrun in the budget.",unknown
Tsunami,Author,"Mobile owners have also given the chance to donate to the Disasters Emergency Committee's (DEC) Asian Tsunami fund by texting ""Donate"" to a simple short code number.",unknown
Mike Short,Author,"Looking further ahead in the year, the MDA's chairman Mike Short, has predicted that more people will go online through their mobiles, estimating 15 billion WAP page impressions.",unknown
Godzilla,Film Actor,"Godzilla gets Hollywood fame star

Movie monster Godzilla has received a star on Hollywood's Walk of Fame, honouring both his 50th birthday and the launch of his 28th film.

",unknown
Godzilla,Film Actor,"An actor dressed as the giant creature breathed smoke over photographers on Monday as Godzilla received the 2,271st star on Hollywood Boulevard.",unknown
Shogo Tomiyama,Author,"""Godzilla should thank you for this historical and monumental star,"" said Final Wars producer Shogo Tomiyama.",unknown
Johnny Grant,Politician,"Hollywood's honorary mayor, Johnny Grant, said: ""I do hereby proclaim this Godzilla Day in Hollywood.

",unknown
Grauman,Author,The premiere of Godzilla: Final Wars at Grauman's Chinese Theatre followed the ceremony on Hollywood Boulevard.,unknown
Masahiro Matsuoka,Film Actor,The monster was joined by co-stars including Japanese pop star and actor Masahiro Matsuoka.,unknown
Ryuhei Kitamura,Author,"Director Ryuhei Kitamura said it may not be Godzilla's final outing, as it has been billed.",unknown
Godzilla,Film Actor,"""[Godzilla's] been working for the last 50 years.",unknown
Godzilla,Author,"So, I think Godzilla just deserves a vacation.""",unknown
Shogo Tomiyama,Author,"And producer Shogo Tomiyama added: ""So long as Godzilla can fascinate people, I believe he will be resurrected by new generations of filmmakers in the future.""",unknown
Godzilla,Author,"And producer Shogo Tomiyama added: ""So long as Godzilla can fascinate people, I believe he will be resurrected by new generations of filmmakers in the future.""",unknown
Mervyn King,Author,The ONS echoed an earlier caution from Bank of England governor Mervyn King not to read too much into the poor December figures.,unknown
Woolworths,Author,"Morrisons, Woolworths, House of Fraser, Marks & Spencer and Big Food all said that the festive period was disappointing.

",unknown
Philip Shaw,Author,Investec chief economist Philip Shaw said he did not expect the poor retail figures to have any immediate effect on interest rates.,unknown
Mervyn King,Author,"""The retail sales figures are very weak, but as Bank of England governor Mervyn King indicated last night, you don't really get an accurate impression of Christmas trading until about Easter,"" said Mr Shaw.",unknown
Shaw,Author,"""The retail sales figures are very weak, but as Bank of England governor Mervyn King indicated last night, you don't really get an accurate impression of Christmas trading until about Easter,"" said Mr Shaw.",unknown
North Devon,Author,"North Devon landowner Giles Bradshaw was put in touch with the Middle Way Group, of which Mr Opik is a co-chairman, after he had been in contact with the rural affairs ministry, Defra.",unknown
Giles Bradshaw,Author,"North Devon landowner Giles Bradshaw was put in touch with the Middle Way Group, of which Mr Opik is a co-chairman, after he had been in contact with the rural affairs ministry, Defra.",unknown
Opik,Author,"North Devon landowner Giles Bradshaw was put in touch with the Middle Way Group, of which Mr Opik is a co-chairman, after he had been in contact with the rural affairs ministry, Defra.",unknown
Bradshaw,Author,Mr Bradshaw was initially told it was an offence - prompting him to complain.,unknown
Bradshaw,Author,The Middle Way group also said Mr Bradshaw would be put in a position where he would have to buy a rifle to shoot animals that would have previously gone free.,unknown
Bradshaw,Author,"In a later conversation Mr Bradshaw was told that according to Defra's lawyers chasing away unwanted animals was ""not in fact hunting as described in the Hunting Act 2004 therefore you would not be committing an offence"".

",unknown
Opik,Author,"Mr Opik said: ""Hunting with dogs and flushing are not defined in the Hunting Act.",unknown
Defra,Author,"""Now Defra have also invented a completely new category of hunting - 'chasing away' which isn't even covered by the Act.",unknown
Peter Luff,Author,"Tory MP Peter Luff, another co-chairman of Middle Way, said that the legislation was ""so poorly drafted nobody appears able to properly define the offence"".

",unknown
Mike Hobday,Author,"Mike Hobday, of the League Against Cruel Sports, said: ""There is no confusion, it is a matter of simple common sense.",unknown
Bradshaw,Author,"""If Mr Bradshaw is setting his dogs to chase wild animals then he is hunting them and that will be a criminal offence.",unknown
Jean-Philippe Cotis,Author,"""There are nonetheless good reasons to believe that despite recent oil price turbulence the world economy will regain momentum in a not-too-distant future,"" said Jean-Philippe Cotis, the OECD's chief economist.",unknown
Vincent Koen,Author,"If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report.",unknown
Scoggins,Musician,"Hillbillies singer Scoggins dies

Country and Western musician Jerry Scoggins has died in Los Angeles at the age of 93, his family has said.

",Musician
Jerry Scoggins,Musician,"Hillbillies singer Scoggins dies

Country and Western musician Jerry Scoggins has died in Los Angeles at the age of 93, his family has said.

",Musician
Scoggins,TV Personality,Scoggins was best remembered for singing the theme tune to popular US TV show The Beverly Hillbillies.,unknown
Scoggins,Author,Scoggins' daugher Jane Kelly Misel said that her father never tired of the song and would sing it at least once a day.,unknown
Jane Kelly Misel,Author,Scoggins' daugher Jane Kelly Misel said that her father never tired of the song and would sing it at least once a day.,unknown
Scoggins,Film Actor,"When a film version of The Beverly Hillbillies was made in 1993, Scoggins came out of retirement to perform the theme tune.",unknown
Scoggins,Musician,Scoggins sang the lyrics while bluegrass stars Lester Flatt and Earl Scruggs played guitar and banjo.,unknown
Lester Flatt,Musician,Scoggins sang the lyrics while bluegrass stars Lester Flatt and Earl Scruggs played guitar and banjo.,unknown
Earl Scruggs,Musician,Scoggins sang the lyrics while bluegrass stars Lester Flatt and Earl Scruggs played guitar and banjo.,unknown
Robert Kilroy-Silk,TV Personality,"Kilroy unveils immigration policy

Ex-chatshow host Robert Kilroy-Silk has attacked UK policy on immigration saying Britain's open door approach is hitting low wage ""indigenous"" workers.

",unknown
Veritas,Author,He said Veritas wanted to grant an amnesty for all those in Britain claiming asylum and who have children and deport everyone else.,unknown
Nicholas Betts-Green,Politician,"Nicholas Betts-Green, who had been selected to fight the Suffolk Coastal seat, quit after reports in a newspaper that he attended a BNP meeting.",unknown
Betts-Green,Politician,Mr Betts-Green resigned after being questioned by the party's leadership.,unknown
Betts-Green's,Politician,A UKIP spokesman said Mr Betts-Green's resignation followed disclosures in the East Anglian Daily Times last month about his attendance at a BNP meeting.,unknown
Betts-Green,Politician,"Mr Betts-Green, of Woodbridge, Suffolk, has also resigned as UKIP's branch chairman.",unknown
Laura Brownlees of Save,Author,"Laura Brownlees of Save the Children said there were grave concerns, not least because of the well-documented trafficking of children into crime and prostitution in Albania.

",unknown
